component_id,batch_id,batch_id_was_missing,property_name,property_unit,property_value,property_value_numeric,is_numeric_property_value
Базовое_масло_1,03004.23,False,"Индекс вязкости, ГОСТ 25371",–,112,112.0,True
Базовое_масло_1,03004.23,False,"Испаряемость по NOACK, ASTM D5800",%,14,14.0,True
Базовое_масло_1,03004.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.46,4.46,True
Базовое_масло_1,03004.23,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,22.26,22.26,True
Базовое_масло_1,03004.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.0003,0.0003,True
Базовое_масло_1,03004.23,False,"Массовая доля серы, ASTM D6481",% масс,0.0002,0.0002,True
Базовое_масло_1,03004.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_1,03004.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_1,03004.23,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,03004.23,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,03004.23,False,Последовательность 3 | ASTM D892,см³,50,50.0,True
Базовое_масло_1,03004.23,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-24,-24.0,True
Базовое_масло_1,0318.25,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,784,784.0,True
Базовое_масло_1,0318.25,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1294,1294.0,True
Базовое_масло_1,0318.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2234,2234.0,True
Базовое_масло_1,0318.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.44,4.44,True
Базовое_масло_1,0318.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,21.8,21.8,True
Базовое_масло_1,03616.23,False,Деэм.вода | ASTM D1401,мл,39,39.0,True
Базовое_масло_1,03616.23,False,Деэм.время | ASTM D1401,мин,5,5.0,True
Базовое_масло_1,03616.23,False,Деэм.масло | ASTM D1401,мл,41,41.0,True
Базовое_масло_1,03616.23,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_1,03616.23,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,527,527.0,True
Базовое_масло_1,03616.23,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,827,827.0,True
Базовое_масло_1,03616.23,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1350,1350.0,True
Базовое_масло_1,03616.23,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2365,2365.0,True
Базовое_масло_1,03616.23,False,"Индекс вязкости, ГОСТ 25371",–,111,111.0,True
Базовое_масло_1,03616.23,False,"Испаряемость по NOACK, ASTM D5800",%,15.1,15.1,True
Базовое_масло_1,03616.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.47,4.47,True
Базовое_масло_1,03616.23,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,22.4,22.4,True
Базовое_масло_1,03616.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.0002,0.0002,True
Базовое_масло_1,03616.23,False,"Массовая доля серы, ASTM D6481",% масс,0.0006,0.0006,True
Базовое_масло_1,03616.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_1,03616.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_1,03616.23,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,03616.23,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,03616.23,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,03616.23,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-24,-24.0,True
Базовое_масло_1,069.23,False,Деэм.вода | ASTM D1401,мл,40,40.0,True
Базовое_масло_1,069.23,False,Деэм.время | ASTM D1401,мин,5,5.0,True
Базовое_масло_1,069.23,False,Деэм.масло | ASTM D1401,мл,40,40.0,True
Базовое_масло_1,069.23,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_1,069.23,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,468,468.0,True
Базовое_масло_1,069.23,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,777,777.0,True
Базовое_масло_1,069.23,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1273,1273.0,True
Базовое_масло_1,069.23,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2243,2243.0,True
Базовое_масло_1,069.23,False,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,4211,4211.0,True
Базовое_масло_1,069.23,False,"Индекс вязкости, ГОСТ 25371",–,111,111.0,True
Базовое_масло_1,069.23,False,"Испаряемость по NOACK, ASTM D5800",%,14,14.0,True
Базовое_масло_1,069.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.49,4.49,True
Базовое_масло_1,069.23,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,22.54,22.54,True
Базовое_масло_1,069.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_1,069.23,False,"Массовая доля серы, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_1,069.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_1,069.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_1,069.23,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,069.23,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,069.23,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,069.23,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-23,-23.0,True
Базовое_масло_1,0760.25,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,781,781.0,True
Базовое_масло_1,0760.25,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1258,1258.0,True
Базовое_масло_1,0760.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2198,2198.0,True
Базовое_масло_1,0760.25,False,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,4047,4047.0,True
Базовое_масло_1,0760.25,False,"Индекс вязкости, ГОСТ 25371",–,113,113.0,True
Базовое_масло_1,0760.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.43,4.43,True
Базовое_масло_1,0760.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,21.84,21.84,True
Базовое_масло_1,0760.25,False,"Плотность при 15°С, ASTM D4052",кг/м³,843.5,843.5,True
Базовое_масло_1,0760.25,False,"Плотность при 20°С, ASTM D4052",кг/м³,840.3,840.3,True
Базовое_масло_1,0760.25,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-23,-23.0,True
Базовое_масло_1,0766.24,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,535,535.0,True
Базовое_масло_1,0766.24,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,842,842.0,True
Базовое_масло_1,0766.24,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1398,1398.0,True
Базовое_масло_1,0766.24,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2472,2472.0,True
Базовое_масло_1,0766.24,False,"Индекс вязкости, ГОСТ 25371",–,113,113.0,True
Базовое_масло_1,0766.24,False,"Испаряемость по NOACK, ASTM D5800",%,13.3,13.3,True
Базовое_масло_1,0766.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.56,4.56,True
Базовое_масло_1,0766.24,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,22.94,22.94,True
Базовое_масло_1,0766.24,False,"Массовая доля кальция, ASTM D6481",% масс,0.0002,0.0002,True
Базовое_масло_1,0766.24,False,"Массовая доля серы, ASTM D6481",% масс,0.00007,7e-05,True
Базовое_масло_1,0766.24,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00002,2e-05,True
Базовое_масло_1,0766.24,False,"Массовая доля цинка, ASTM D6481",% масс,0.00004,4e-05,True
Базовое_масло_1,0766.24,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,0766.24,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,0766.24,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_1,0766.24,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-26,-26.0,True
Базовое_масло_1,090.25,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,784,784.0,True
Базовое_масло_1,090.25,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,1269,1269.0,True
Базовое_масло_1,090.25,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,2226,2226.0,True
Базовое_масло_1,090.25,False,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,4106,4106.0,True
Базовое_масло_1,090.25,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,4.36,4.36,True
Базовое_масло_1,090.25,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,21.29,21.29,True
